tmid,SCIENTIFIC_NAME,TPA
12439,Picea engelmannii,270.29148000000004
12397,Pinus contorta,753.4427080000008
12364,Abies lasiocarpa,449.79168000000004
12445,Abies lasiocarpa,429.50940400000025
12390,Picea engelmannii,360.56217000000004
12392,Picea engelmannii,622.0868760000012
12474,Pinus contorta,619.3381480000008
12381,Picea engelmannii,537.8342320000007
12329,Populus tremuloides,381.36503600000015
12352,Pinus contorta,90.27068999999999
12420,Populus tremuloides,481.44368000000094
12391,Pinus contorta,264.794024
12478,Populus tremuloides,752.2557500000021
12458,Pseudotsuga menziesii,96.28873599999999
12409,Pinus contorta,258.77597799999995
12377,Populus tremuloides,348.005488
12449,Pinus ponderosa,30.09023
12389,Populus tremuloides,309.1484840000001
12408,Pseudotsuga menziesii,360.0415800000002
12355,Picea engelmannii,498.9772280000006
12483,Picea engelmannii,155.948606
12488,Picea engelmannii,798.8383480000007
12513,Populus tremuloides,438.7967680000008
12495,Picea engelmannii,282.84816200000006
12492,Pseudotsuga menziesii,276.309526
12525,Abies concolor,102.30678199999998
12572,Pinus edulis,159.21792399999998
12555,Pinus flexilis,522.0082320000004
12544,Quercus gambelii,311.8972120000001
12546,Populus tremuloides,144.433104
12574,Abies lasiocarpa var. arizonica,183.290108
12542,Juniperus monosperma,114.34287399999998
12595,Pinus contorta,834.9466240000013
12626,Abies lasiocarpa,354.54412400000007
12607,Abies lasiocarpa,240.72183999999996
12598,Abies lasiocarpa,438.79676800000044
12622,Pinus contorta,1098.6994679999993
12611,Abies lasiocarpa,588.2067380000003
12646,Pinus contorta,501.72595600000045
12616,Picea engelmannii,798.3177580000007
12604,Abies lasiocarpa,1283.6971239999998
12671,Populus tremuloides,105.05551
12672,Pinus ponderosa,192.57747199999997
12661,Pinus contorta,210.63160999999997
12697,Picea engelmannii,459.5996340000002
12686,Populus tremuloides,524.75696
12762,Picea engelmannii,294.36366400000014
12747,Populus tremuloides,60.18045999999999
12783,Quercus gambelii,1874.1319999999992
12792,Abies lasiocarpa,129.127694
12745,Abies lasiocarpa var. arizonica,291.09434600000014
12788,Pinus ponderosa,210.63160999999997
12738,Pinus edulis,174.002744
12746,Pinus edulis,285.0763
12734,Juniperus osteosperma,384.6343540000002
12756,Quercus gambelii,524.75696
12722,Abies lasiocarpa var. arizonica,204.092974
12731,Populus tremuloides,186.55942599999997
12778,Quercus gambelii,629.8124700000001
12758,Quercus gambelii,524.75696
12822,Pinus contorta,123.10964799999999
12903,Pinus contorta,276.83011600000003
12873,Pinus ponderosa,84.25264399999999
12888,Abies lasiocarpa,618.2969680000007
12823,Pinus contorta,393.4011280000006
12862,Pinus contorta,444.81481400000047
12906,Pseudotsuga menziesii,30.09023
12907,Pinus contorta,375.86758000000043
12858,Abies lasiocarpa,1205.9831159999997
12802,Pinus contorta,1087.1839660000014
12815,Abies lasiocarpa,729.3705240000005
12804,Picea engelmannii,480.9230900000006
12846,Abies lasiocarpa,198.074928
12860,Pinus ponderosa,471.11513600000023
12855,Pinus contorta,411.97585600000065
12911,Pseudotsuga menziesii,312.4178020000001
12871,Pinus contorta,3374.4787799999967
12889,Pinus ponderosa,168.50528799999998
12825,Pinus ponderosa,72.216552
12931,Juniperus monosperma,162.48724199999998
12980,Juniperus monosperma,78.23459799999999
13012,Juniperus monosperma,108.32482799999998
12924,Pinus ponderosa,252.23734199999998
12945,Quercus gambelii,710.7957960000002
12994,Juniperus scopulorum,18.054138000000002
12959,Pinus ponderosa,234.70379399999996
12953,Quercus gambelii,599.72224
13018,Pinus edulis,90.27068999999999
12979,Juniperus scopulorum,261.004116
12928,Juniperus monosperma,96.28873599999999
12958,Pseudotsuga menziesii,72.216552
13046,Abies lasiocarpa,567.4038720000002
13099,Populus tremuloides,363.8314880000001
13110,Juniperus osteosperma,216.129066
13181,Pinus edulis,422.9707680000002
13175,Populus tremuloides,463.38954200000086
13104,Juniperus osteosperma,99.037464
13037,Juniperus osteosperma,246.21929599999999
13100,Juniperus osteosperma,42.126321999999995
13198,Juniperus osteosperma,138.415058
13194,Picea engelmannii,66.198506
13157,Juniperus osteosperma,156.46919599999998
13133,Abies lasiocarpa,460.1202240000005
13191,Pinus edulis,78.23459799999999
13159,Pinus edulis,398.898584
13200,Quercus gambelii,755.6708460000001
13162,Juniperus osteosperma,114.34287399999998
13086,Quercus gambelii,123.10964799999999
13069,Quercus gambelii,1049.51392
13161,Pinus edulis,566.8832820000001
13027,Pinus edulis,74.96528
13054,Populus tremuloides,477.65377200000034
13061,Pinus edulis,689.9929300000003
13089,Quercus gambelii,149.93056
13127,Juniperus osteosperma,195.3262
13067,Pinus edulis,105.05551
13166,Juniperus osteosperma,168.50528799999998
13077,Abies lasiocarpa,249.48861399999998
13142,Pinus edulis,369.32894400000015
13224,Picea engelmannii,490.21045400000065
13221,Populus tremuloides,571.7143700000013
13226,Picea engelmannii,699.8008840000005
13236,Abies lasiocarpa,341.987442
13212,Picea engelmannii,186.55942599999997
13216,Populus tremuloides,481.44368000000094
13238,Abies concolor,54.16241399999999
13333,Pinus edulis,155.948606
13303,Pinus edulis,210.11102
13283,Abies lasiocarpa,264.273434
13323,Pinus edulis,246.21929599999999
13274,Juniperus osteosperma,252.75793199999995
13264,Pinus edulis,129.127694
13305,Pinus edulis,87.001372
13259,Juniperus osteosperma,150.45114999999998
13309,Juniperus osteosperma,195.32619999999997
13269,Juniperus osteosperma,177.27206199999998
13349,Juniperus osteosperma,186.038836
13280,Juniperus osteosperma,108.32482799999998
13314,Juniperus osteosperma,339.23871400000013
13278,Juniperus osteosperma,96.28873599999999
13337,Populus tremuloides,222.147112
13301,Juniperus osteosperma,78.23459799999999
13267,Pinus edulis,312.41780200000017
13298,Juniperus osteosperma,93.019418
13353,Quercus gambelii,749.6528000000001
13422,Populus tremuloides,174.52333399999998
13408,Quercus gambelii,1274.40976
13440,Quercus gambelii,824.6180800000001
13419,Abies lasiocarpa var. arizonica,327.202622
13390,Juniperus osteosperma,96.28873599999999
13386,Abies lasiocarpa,180.02079
13401,Pinus edulis,479.88191000000006
13382,Pinus edulis,48.14436799999999
13358,Juniperus osteosperma,156.46919599999998
13441,Pinus edulis,453.06099800000027
13398,Juniperus osteosperma,114.34287399999998
13465,Juniperus osteosperma,162.48724199999998
13543,Juniperus osteosperma,204.092974
13561,Juniperus osteosperma,90.27068999999999
13538,Quercus gambelii,2402.1582779999976
13528,Juniperus osteosperma,264.794024
13571,Pinus edulis,450.31227000000047
13471,Pinus edulis,93.019418
13529,Pinus edulis,99.037464
13468,Populus tremuloides,114.34287399999998
13495,Juniperus osteosperma,138.415058
13525,Juniperus osteosperma,108.32482799999998
13499,Juniperus osteosperma,96.28873599999999
13496,Pinus edulis,135.14574
13536,Quercus gambelii,149.93056
13454,Pinus edulis,270.29148000000004
13520,Juniperus osteosperma,234.70379399999996
13480,Pinus edulis,90.27068999999999
13531,Pinus edulis,354.02353400000004
13498,Pinus edulis,300.38171
13577,Juniperus monosperma,144.433104
13594,Quercus gambelii,449.79168000000004
13600,Abies concolor,114.34287399999998
13607,Populus tremuloides,980.5666860000001
13602,Pinus flexilis,297.1123920000001
13661,Picea engelmannii,537.8342320000005
13627,Picea engelmannii,414.72458400000005
13658,Pseudotsuga menziesii,537.3136420000004
13667,Populus tremuloides,1214.74989
13666,Picea engelmannii,657.6745620000008
13636,Picea engelmannii,585.9786000000012
13662,Pinus ponderosa,36.108276
13610,Pseudotsuga menziesii,141.163786
13638,Pseudotsuga menziesii,150.45114999999998
13621,Pinus aristata,165.23596999999998
13687,Populus tremuloides,228.165158
13631,Picea engelmannii,177.27206199999998
13649,Populus tremuloides,584.93742
13645,Picea engelmannii,225.41643
13673,Picea pungens,30.09023
13688,Pinus edulis,147.18183199999999
13709,Populus tremuloides,549.3497340000002
13733,Pinus contorta,865.036854000001
13738,Populus tremuloides,297.63298200000014
13710,Abies lasiocarpa,642.3691520000002
13719,Abies lasiocarpa,180.02079
13716,Pinus contorta,363.8314880000001
13729,Populus tremuloides,327.20262200000013
13735,Populus tremuloides,696.010976
13689,Populus tremuloides,1292.463898
13720,Populus tremuloides,534.0443240000002
13701,Quercus gambelii,149.93056
13749,Juniperus monosperma,60.18045999999999
13744,Quercus gambelii,749.6528000000001
13795,Juniperus osteosperma,240.72183999999996
13836,Abies lasiocarpa,291.61493600000006
13780,Populus tremuloides,207.362292
13811,Abies lasiocarpa,738.6578880000009
13817,Juniperus osteosperma,252.75793199999995
13912,Populus tremuloides,491.91800200000006
13907,Pinus contorta,222.66770199999996
13832,Juniperus osteosperma,126.37896599999998
13762,Juniperus osteosperma,270.2914800000001
13782,Juniperus osteosperma,120.36091999999998
13844,Pinus edulis,161.966652
13910,Populus tremuloides,132.397012
13778,Juniperus osteosperma,24.072184
13877,Pinus edulis,483.1512280000002
13889,Populus tremuloides,72.216552
13802,Quercus gambelii,1274.40976
13880,Pinus edulis,66.198506
13846,Pinus edulis,459.07904400000024
13824,Pinus edulis,93.019418
13823,Pinus edulis,102.30678199999998
13861,Pinus edulis,36.108276
13864,Quercus gambelii,230.91388600000002
13862,Pinus edulis,783.0123480000003
13807,Pinus edulis,977.8179580000003
13842,Abies lasiocarpa,144.433104
13899,Juniperus osteosperma,132.397012
13818,Populus tremuloides,255.50665999999998
13921,Picea engelmannii,726.6217960000004
13941,Pinus ponderosa,161.966652
13936,Abies concolor,153.19987799999998
13925,Abies lasiocarpa var. arizonica,525.7981400000007
13929,Picea engelmannii,138.415058
13947,Pseudotsuga menziesii,405.4372200000003
13935,Picea engelmannii,342.50803199999996
14047,Populus tremuloides,267.542752
14042,Populus tremuloides,60.18045999999999
14064,Populus tremuloides,228.68574799999996
14028,Populus tremuloides,270.81207
13991,Picea engelmannii,180.02079
13971,Populus tremuloides,306.92034600000017
13963,Abies lasiocarpa,339.2387140000003
13955,Abies lasiocarpa,1242.0913919999994
13981,Abies lasiocarpa,321.184576
13994,Abies lasiocarpa,438.7967680000006
14006,Pinus contorta,654.9258340000008
13956,Populus tremuloides,210.63160999999997
14054,Abies lasiocarpa,420.2220400000004
14022,Abies lasiocarpa,675.728700000001
13993,Pseudotsuga menziesii,297.632982
14154,Pinus contorta,105.05551
14081,Pinus contorta,1120.5435140000013
14093,Pinus contorta,451.3534500000008
14182,Pinus contorta,1263.4148479999994
14110,Populus tremuloides,422.970768
14128,Picea engelmannii,341.9874420000001
14169,Picea engelmannii,207.362292
14170,Pseudotsuga menziesii,195.32619999999997
14155,Pinus edulis,291.61493599999994
14131,Pseudotsuga menziesii,417.99390200000033
14180,Pinus edulis,60.18045999999999
14160,Picea engelmannii,444.2942240000005
14159,Picea engelmannii,159.21792399999998
14124,Pinus edulis,87.001372
14185,Picea engelmannii,312.9383920000002
14150,Populus tremuloides,439.31735800000075
14179,Populus tremuloides,1014.4468240000007
14091,Pinus aristata,189.308154
14089,Pinus edulis,213.38033799999997
14115,Picea engelmannii,507.7440020000004
14123,Populus tremuloides,381.8856260000002
14197,Picea engelmannii,612.2789220000006
14203,Abies lasiocarpa var. arizonica,576.1706460000004
14198,Picea engelmannii,230.91388600000002
14244,Juniperus osteosperma,168.50528799999998
14239,Juniperus osteosperma,114.34287399999998
14235,Juniperus osteosperma,135.14574
14242,Populus tremuloides,1116.2330159999997
14227,Pinus edulis,135.14574
14260,Populus tremuloides,2653.875029999998
14261,Populus tremuloides,354.5441240000003
14216,Pinus edulis,254.98607
14241,Pinus edulis,108.32482799999998
14271,Abies lasiocarpa,153.19987799999998
14287,Abies lasiocarpa,381.3650360000002
14282,Picea engelmannii,387.90367200000054
14289,Picea engelmannii,399.419174
14296,Pinus contorta,228.68574799999996
14314,Pseudotsuga menziesii,60.18045999999999
14301,Pinus ponderosa,12.036092
14324,Pinus flexilis,345.25676000000016
14320,Pinus flexilis,159.21792399999998
14325,Pinus ponderosa,24.072184
12219,Abies lasiocarpa,141.163786
12796,Populus tremuloides,905.6014060000001
12915,Pinus contorta,492.9591820000007
12916,Abies lasiocarpa,750.1733900000004
14367,Acer saccharum,80.983326
14451,Ostrya virginiana,149.93056
14409,Acer rubrum,156.46919599999998
14359,Betula lenta,117.091602
14345,Acer rubrum,270.81207
14356,Fagus grandifolia,341.98744200000016
14347,Acer rubrum,300.3817100000002
14370,Quercus rubra,177.27206199999998
14433,Acer rubrum,123.10964799999999
14332,Fagus grandifolia,129.127694
14337,Acer saccharum,165.23597
14382,Quercus rubra,165.23596999999998
14381,Acer rubrum,174.002744
14387,Betula lenta,42.126321999999995
14349,Fagus grandifolia,93.019418
14384,Tsuga canadensis,90.27068999999999
14365,Tsuga canadensis,267.542752
14400,Betula lenta,216.129066
14477,Acer rubrum,123.10964799999999
14484,Carpinus caroliniana,224.89584000000002
14473,Fagus grandifolia,149.93056
14444,Nyssa sylvatica,542.8110980000001
14490,Pinus strobus,329.95135000000016
14439,Acer rubrum,192.056882
14463,Carya ovata,84.25264399999999
14441,Acer rubrum,99.037464
14411,Acer rubrum,171.254016
14344,Fagus grandifolia,491.9180020000001
14340,Betula lenta,210.11102
14415,Acer saccharum,105.05551
14465,Acer rubrum,335.96939600000013
14357,Pinus strobus,129.127694
14352,Acer rubrum,542.811098
14428,Acer rubrum,114.34287399999998
14464,Castanea dentata,224.89584000000002
14339,Acer rubrum,129.127694
14423,Acer rubrum,234.183204
14363,Prunus serotina,30.09023
14424,Fagus grandifolia,66.198506
14432,Acer rubrum,141.16378600000002
14394,Acer saccharum,230.91388600000002
14333,Fagus grandifolia,117.091602
14330,Acer rubrum,99.037464
14342,Acer rubrum,80.983326
14368,Betula lenta,111.073556
14355,Tsuga canadensis,416.9527220000001
14386,Acer rubrum,279.05825400000003
14343,Betula lenta,629.8124700000002
14405,Tsuga canadensis,342.508032
14399,Crataegus,149.93056
14404,Prunus serotina,74.96528
14489,Betula lenta,366.0596260000001
14460,Pinus strobus,135.14574
14459,Acer saccharum,680.7055660000001
14487,Pinus strobus,627.063742
14474,Betula lenta,80.983326
14481,Betula lenta,30.09023
14454,Liriodendron tulipifera,54.16241399999999
14389,Pinus strobus,602.991558
14392,Tsuga canadensis,1178.6416140000001
14331,Betula alleghaniensis,248.968024
14390,Fagus grandifolia,87.001372
14377,Acer rubrum,192.056882
14395,Tsuga canadensis,429.5094040000001
14335,Acer saccharum,99.037464
14471,Acer rubrum,267.02216200000004
14414,Acer rubrum,242.94997800000002
14418,Acer rubrum,24.072184
14486,Acer rubrum,323.9333040000001
14476,Fraxinus americana,30.09023
14435,Betula lenta,105.05551
14452,Betula lenta,242.94997800000002
14379,Carya cordiformis,111.073556
14455,Quercus velutina,141.163786
14401,Betula lenta,560.8652360000001
14391,Acer saccharum,335.9693960000001
14372,Pinus strobus,60.18045999999999
14383,Acer rubrum,180.02079
14373,Acer rubrum,138.415058
14397,Betula alleghaniensis,161.966652
14362,Acer rubrum,311.897212
14407,Acer rubrum,755.6708460000001
14354,Carpinus caroliniana,224.89584000000002
14426,Acer rubrum,117.091602
14431,Betula lenta,93.019418
14396,Quercus ilicifolia,449.79168000000004
14398,Acer rubrum,78.23459799999999
14402,Quercus alba,210.11102
14351,Acer rubrum,367.10080600000043
14341,Ostrya virginiana,149.93056
14378,Ostrya virginiana,74.96528
14393,Tsuga canadensis,150.45114999999998
14371,Ostrya virginiana,74.96528
14369,Fagus grandifolia,80.983326
14403,Acer saccharum,248.968024
14366,Betula lenta,60.18045999999999
14334,Betula alleghaniensis,111.073556
14358,Salix alba,674.6875200000001
14421,Acer rubrum,66.198506
14470,Carpinus caroliniana,674.6875200000001
14412,Picea abies,219.39838399999996
14482,Tsuga canadensis,84.25264399999999
14436,Carpinus caroliniana,374.82640000000004
14438,Betula populifolia,149.93056
14437,Betula lenta,210.11102
14488,Acer rubrum,161.966652
14374,Acer rubrum,204.092974
14430,Quercus rubra,180.02079
14338,Betula alleghaniensis,80.983326
14445,Quercus alba,180.02079
14406,Acer rubrum,36.108276
14422,Acer rubrum,147.18183199999999
14336,Betula lenta,189.30815399999997
14380,Betula alleghaniensis,93.019418
14364,Acer rubrum,242.94997800000002
14361,Tsuga canadensis,149.93056
14376,Fagus grandifolia,161.966652
14469,Carpinus caroliniana,149.93056
14461,Acer rubrum,414.72458400000073
14467,Betula lenta,198.074928
14417,Fagus grandifolia,149.93056
14416,Betula lenta,297.112392
14466,Betula lenta,161.966652
14448,Pinus strobus,426.24008600000036
14385,Acer rubrum,108.32482799999998
14375,Fagus grandifolia,174.002744
14514,Nyssa sylvatica,204.092974
14495,Nyssa sylvatica,30.09023
14493,Acer rubrum,216.129066
14520,Pinus taeda,2276.299901999999
14550,Ilex opaca,105.05551
14546,Ilex opaca,386.86249200000003
14500,Liquidambar styraciflua,267.02216200000004
14536,Acer rubrum,311.897212
14548,Acer rubrum,710.7957960000001
14533,Acer rubrum,408.18594800000017
14510,Fagus grandifolia,87.001372
14494,Acer rubrum,705.2983400000003
14492,Ilex opaca,192.056882
14532,Acer rubrum,513.2414580000004
14523,Quercus coccinea,305.87916600000005
14509,Liriodendron tulipifera,42.126321999999995
14512,Robinia pseudoacacia,72.216552
14499,Ilex opaca,1880.1500459999988
14506,Fraxinus pennsylvanica,111.073556
14544,Nyssa sylvatica,123.10964799999999
14527,Acer rubrum,161.966652
14547,Sassafras albidum,311.897212
14540,Acer rubrum,135.14574
14537,Pinus virginiana,473.8638640000001
14539,Quercus nigra,449.79168000000004
14528,Ilex opaca,311.897212
14549,Acer rubrum,60.18045999999999
14501,Nyssa sylvatica,111.073556
14508,Quercus alba,261.004116
14519,Liquidambar styraciflua,299.86112
14525,Acer rubrum,329.95135000000005
14535,Acer rubrum,312.4178020000002
14543,Ilex opaca,824.6180800000001
14517,Ilex opaca,2623.784799999998
14505,Liquidambar styraciflua,198.074928
14545,Ilex opaca,84.25264399999999
14521,Ilex opaca,1349.37504
14503,Nyssa sylvatica,348.0054880000001
14522,Acer rubrum,126.37896599999998
14518,Prunus serotina,84.25264399999999
14531,Liquidambar styraciflua,474.38445400000035
14529,Ilex opaca,279.05825400000003
14496,Ilex opaca,267.02216200000004
14504,Nyssa sylvatica,329.95135000000005
14513,Juglans nigra,74.96528
14538,Pinus taeda,4572.8820799999985
14530,Ilex opaca,1049.51392
14534,Ilex opaca,554.8471900000001
14526,Ilex opaca,1511.3416919999995
14497,Acer rubrum,236.93193200000002
14511,Nyssa sylvatica,354.0235340000001
14491,Acer rubrum,84.25264399999999
14542,Nyssa sylvatica,242.94997800000002
15247,Quercus laurifolia,186.038836
15245,Quercus laurifolia,18.054138000000002
14710,Quercus nigra,635.8305160000002
15067,Magnolia virginiana,48.14436799999999
15504,Pinus clausa,186.55942599999997
15394,Pinus taeda,42.126321999999995
16180,Quercus laurifolia,1724.2014399999994
15758,Quercus laurifolia,93.019418
15768,Pinus palustris,147.18183199999999
14990,Acer rubrum,74.96528
15779,Quercus laurifolia,456.3303160000002
15762,Quercus virginiana,174.002744
15772,Quercus laevis,374.82640000000004
15756,Quercus virginiana,236.93193200000002
15506,Quercus margarettae,449.79168000000004
15249,Pinus taeda,375.34699000000023
15527,Pinus elliottii,141.163786
15524,Quercus minima,524.75696
15528,Pinus palustris,48.14436799999999
15529,Pinus elliottii,36.108276
15111,Nyssa aquatica,66.198506
15038,Fraxinus caroliniana,461.82777200000004
16187,Nyssa biflora,311.897212
14642,Pinus elliottii,579.9605540000013
16249,Nyssa biflora,123.10964799999999
15041,Magnolia virginiana,224.89584000000002
15286,Magnolia grandiflora,461.82777200000004
15396,Pinus clausa,673.5005620000011
15985,Pinus taeda,54.16241399999999
14992,Quercus nigra,99.037464
14983,Pinus taeda,234.70379399999996
15224,Magnolia virginiana,342.50803200000036
16296,Magnolia virginiana,60.18045999999999
16293,Quercus laurifolia,524.75696
16295,Pinus palustris,345.2567600000003
14701,Pinus clausa,591.9966460000006
14629,Quercus laurifolia,618.2969680000002
15129,Pinus elliottii,454.1021780000005
15109,Pinus elliottii,150.45114999999998
15112,Pinus elliottii,560.8652360000001
15106,Magnolia virginiana,242.94997800000002
15032,Pinus elliottii,84.25264399999999
15066,Quercus minima,149.93056
15426,Pinus elliottii,84.25264399999999
15769,Pinus palustris,42.126321999999995
15993,Pinus palustris,167.984698
15987,Pinus clausa,460.12022400000086
15973,Pinus palustris,135.14574
15971,Quercus laevis,674.6875200000001
15604,Pinus clausa,242.94997800000002
15606,Quercus laurifolia,24.072184
14924,Taxodium distichum,78.23459799999999
15186,Liquidambar styraciflua,30.09023
15203,Magnolia virginiana,612.2789220000003
15943,Pinus elliottii,465.61768000000023
15343,Pinus palustris,174.002744
15878,Gordonia lasianthus,819.1206240000004
16164,Magnolia virginiana,1199.44448
16146,Pinus elliottii,534.5649140000007
16158,Taxodium ascendens,264.27343400000007
16153,Gordonia lasianthus,1016.6749620000003
15198,Pinus elliottii,416.9527220000001
15099,Sabal palmetto,90.27068999999999
15088,Quercus virginiana,42.126321999999995
14686,Quercus laurifolia,177.27206199999998
14685,Pinus serotina,144.433104
14611,Pinus palustris,96.28873599999999
16135,Gordonia lasianthus,230.91388600000002
16126,Pinus taeda,649.4283780000013
14753,Pinus palustris,153.19987799999998
14762,Quercus laurifolia,159.217924
14982,Pinus elliottii,598.5352820000011
14788,Acer rubrum,87.001372
14671,Pinus elliottii,689.9929300000002
14791,Pinus elliottii,225.41642999999996
15671,Fraxinus caroliniana,540.0623700000003
15634,Pinus elliottii,396.6704460000006
15640,Pinus palustris,171.25401599999998
16024,Sabal palmetto,228.68574799999996
15620,Pinus elliottii,102.30678199999998
16030,Pinus elliottii,423.49135800000033
16033,Pinus elliottii,36.108276
15864,Pinus elliottii,54.16241399999999
15817,Sabal palmetto,318.9564380000002
16150,Gordonia lasianthus,1124.4792000000002
16157,Cinnamomum camphora,93.019418
15356,Pinus elliottii,18.054138000000002
15357,Quercus laurifolia,248.968024
15626,Pinus elliottii,609.0096040000002
15913,Pinus palustris,141.163786
14751,Pinus elliottii,78.23459799999999
15575,Carya alba,30.09023
14819,Areca,156.46919599999998
15292,Carya glabra,93.019418
16068,Fraxinus pennsylvanica,819.1206240000002
15295,Acer rubrum,360.0415800000002
15407,Quercus incana,149.93056
16075,Nyssa biflora,87.001372
15009,Pinus palustris,210.11102
15005,Pinus elliottii,1070.8373760000004
16159,Magnolia virginiana,161.966652
16119,Pinus elliottii,279.57884400000006
16118,Pinus elliottii,651.6565160000009
16078,Pinus elliottii,129.127694
15313,Nyssa biflora,920.9068160000004
14935,Pinus elliottii,240.72183999999996
14939,Fraxinus profunda,374.82640000000004
14944,Pinus elliottii,246.21929599999999
15747,Pinus taeda,246.73988599999996
16093,Quercus laurifolia,509.9721400000002
16073,Pinus elliottii,599.72224
16089,Quercus minima,80.983326
15449,Liquidambar styraciflua,149.93056
15460,Pinus taeda,483.1512280000002
14563,Pinus elliottii,885.3191300000008
14567,Pinus taeda,282.84816200000006
16151,Pinus elliottii,397.19103600000057
14967,Quercus laurifolia,234.183204
14969,Liquidambar styraciflua,129.127694
14789,Pinus elliottii,511.5339100000011
14792,Fraxinus profunda,1394.7706799999996
14783,Gordonia lasianthus,224.89584000000002
15925,Pinus taeda,186.55942599999997
14780,Pinus elliottii,291.6149360000001
15952,Pinus elliottii,132.397012
15945,Pinus taeda,255.50665999999995
15949,Pinus elliottii,168.50528799999998
15025,Acer rubrum,167.984698
15014,Pinus elliottii,414.203994
15918,Pinus elliottii,222.66770199999996
15922,Gordonia lasianthus,728.8499340000002
15914,Pinus palustris,180.02079
14821,Sabal palmetto,120.36091999999998
15810,Pinus elliottii,497.936048
16210,Nyssa biflora,135.14574
15392,Taxodium ascendens,2117.602567999998
14840,Sabal palmetto,36.108276
14861,Persea borbonia,311.8972120000001
15804,Acer rubrum,455.80972600000007
15134,Pinus elliottii,617.776378
16047,Quercus nigra,111.073556
15132,Quercus incana,149.93056
15569,Quercus nigra,123.10964799999999
15137,Nyssa biflora,1874.1319999999992
16240,Magnolia virginiana,30.09023
16236,Quercus incana,374.82640000000004
16255,Pinus clausa,390.1318100000002
15730,Pinus elliottii,162.48724199999998
14863,Pinus taeda,129.127694
15463,Pinus elliottii,771.4968460000009
15639,Quercus laevis,341.9874420000001
15180,Pinus palustris,456.33031600000044
15871,Persea borbonia,149.93056
15865,Taxodium ascendens,417.4733120000004
15002,Magnolia virginiana,230.91388600000002
14741,Laguncularia racemosa,524.75696
15024,Pinus elliottii,306.3997560000002
15008,Pinus elliottii,1006.2006400000022
16140,Sabal palmetto,228.68574799999996
15884,Pinus elliottii,408.7065380000005
14923,Quercus minima,254.98607
15380,Pinus elliottii,126.37896599999998
15378,Pinus elliottii,165.23596999999998
15834,Taxodium ascendens,1966.4850499999968
15838,Taxodium ascendens,1905.2634099999957
14815,Pinus elliottii,155.948606
14826,Taxodium ascendens,948.2483180000002
14811,Taxodium ascendens,1392.0219520000005
14814,Quercus minima,74.96528
15316,Quercus laurifolia,428.98881400000016
14931,Quercus laurifolia,408.1859480000003
15318,Nyssa biflora,683.9748840000002
15466,Quercus virginiana,467.8458180000001
15444,Quercus laurifolia,167.984698
14581,Pinus elliottii,556.4089600000012
14610,Pinus elliottii,171.254016
15736,Pinus elliottii,174.52333399999998
14597,Pinus taeda,378.61630800000023
14664,Pinus elliottii,787.3228460000012
15718,Sabal palmetto,180.54137999999998
15716,Pinus elliottii,444.2942240000002
15169,Citrus,224.89584000000002
15849,Taxodium ascendens,1272.1816220000003
14838,Taxodium ascendens,914.8887700000004
15803,Sabal palmetto,72.216552
14895,Pinus elliottii,399.9397640000006
14866,Acer rubrum,224.89584000000002
14878,Pinus palustris,261.004116
15076,Pinus palustris,84.25264399999999
15080,Pinus palustris,207.36229199999997
14803,Quercus virginiana,78.23459799999999
16245,Quercus laurifolia,560.8652360000001
15221,Pinus palustris,174.52333399999998
15946,Pinus elliottii,375.8675800000005
14736,Pinus elliottii,633.0817880000005
15595,Quercus nigra,60.18045999999999
16145,Pinus elliottii,216.64965599999996
14831,Taxodium ascendens,726.1012060000002
15360,Pinus elliottii,135.14574
15085,Quercus virginiana,114.34287399999998
15293,Pinus taeda,680.7055660000001
15011,Pinus taeda,798.3177580000009
16148,Nyssa biflora,102.30678199999998
16063,Juniperus virginiana var. silicicola,299.86112
14928,Acer rubrum,335.9693960000001
16194,Pinus palustris,189.308154
15043,Pinus elliottii,267.542752
15573,Persea borbonia,300.38171000000017
15141,Pinus elliottii,309.6690740000002
16052,Quercus virginiana,449.79168000000004
15991,Quercus nigra,192.056882
15668,Pinus clausa,524.75696
15924,Pinus elliottii,78.23459799999999
15259,Pinus taeda,66.198506
15496,Pinus elliottii,213.38033799999997
15697,Quercus minima,374.82640000000004
15707,Quercus minima,299.86112
15546,Pinus elliottii,66.198506
15060,Pinus elliottii,102.30678199999998
15561,Pinus elliottii,132.397012
14624,Magnolia virginiana,198.59551799999997
16219,Magnolia virginiana,378.09571800000003
14620,Pinus elliottii,114.34287399999998
15713,Pinus elliottii,366.5802160000001
14733,Pinus taeda,639.6204240000006
15435,Persea borbonia,24.072184
15371,Pinus palustris,60.18045999999999
15676,Quercus laevis,18.054138000000002
15487,Pinus palustris,99.037464
14987,Pinus taeda,674.6875200000001
15981,Nyssa sylvatica,224.89584000000002
15976,Quercus laurifolia,240.20125
15975,Fraxinus pennsylvanica,803.8152140000003
15982,Acer rubrum,248.968024
15776,Quercus stellata,167.984698
15990,Quercus laurifolia,30.09023
15994,Pinus taeda,405.9578100000006
15972,Quercus laevis,524.75696
15764,Quercus laevis,87.001372
15777,Pinus taeda,918.6786780000011
15761,Nyssa biflora,252.23734199999998
15780,Nyssa biflora,653.8846540000001
15760,Fraxinus pennsylvanica,473.86386400000004
15753,Pinus palustris,1310.518036
15770,Quercus laurifolia,305.87916600000005
16235,Pinus elliottii,120.36091999999998
